Date,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/28/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012,6/29/2012
Time,1:30pm,1:30pm,1:30pm,1:30pm,1:30pm,1:30pm,1:30pm,1:30pm,2:20pm,2:20pm,2:20pm,2:20pm,2:20pm,2:20pm,2:20pm,2:20pm,9:14am,9:14am,9:14am,9:14am,9:14am,9:14am,9:14am,9:14am,10:00am,10:00am,10:00am,10:00am,10:00am,10:00am,10:00am,10:00am
JAZ_record_number,215,216,217,218,219,220,221,222,328,329,330,331,332,333,334,335,406,407,408,409,410,411,412,413,484,485,486,487,488,489,490,491
Plot,4905,4906,4907,4908,4909,4910,4879,4878,4905,4906,4907,4908,4909,4910,4879,4878,4905,4906,4907,4908,4909,4910,4879,4878,4905,4906,4907,4908,4909,4910,4879,4878
wave,Karl,Lacey,KLBC4-130j-KK,KLBC4-130q-KK,Gen 10-49,Gen 10-45,Robust,Tradition,Karl,Lacey,KLBC4-130j-KK,KLBC4-130q-KK,Gen 10-49,Gen 10-45,Robust,Tradition,Karl,Lacey,KLBC4-130j-KK,KLBC4-130q-KK,Gen 10-49,Gen 10-45,Robust,Tradition,Karl,Lacey,KLBC4-130j-KK,KLBC4-130q-KK,Gen 10-49,Gen 10-45,Robust,Tradition
350.125702,6.090501785,6.01304245,5.916124344,4.963249207,6.111278534,6.214244366,5.686194897,5.006130219,3.822016716,3.492491961,3.604049921,3.354091883,3.393948555,3.816720963,3.546009302,3.688620091,5.978410244,7.683832169,9.419359207,9.800822258,10.34703445,11.35361004,10.3297596,10.08642578,4.627524853,5.714117527,6.705358505,6.597465992,7.157202244,7.658738613,7.044838905,6.649827957
350.499695,6.023179054,5.937165737,5.841742992,4.868518353,6.054133892,6.112984181,5.602376938,4.968029022,3.862059593,3.539227009,3.648483038,3.456609964,3.482475519,3.91079855,3.60472846,3.718797207,5.937000275,7.589360237,9.335114479,9.684918404,10.25056362,11.23559093,10.1900959,9.936138153,4.677656651,5.744916439,6.746611118,6.609190941,7.194575787,7.676599979,7.056288242,6.670145512
350.873627,5.980806351,5.877220154,5.745060921,4.790641308,5.966916561,6.059234619,5.499692917,4.837554932,3.941112042,3.576972246,3.64196372,3.505060196,3.51001668,3.947391272,3.614638805,3.737470865,5.924501896,7.574223518,9.345103264,9.679050446,10.25641441,11.2349844,10.19023037,9.94162941,4.614409924,5.694357395,6.705596447,6.566359997,7.126299858,7.630919457,6.994966507,6.60617733
351.247559,6.007555008,5.949205399,5.785856724,4.812874317,6.077561379,6.119104385,5.578769684,4.92978859,3.872898579,3.451504946,3.550769806,3.464118004,3.456006527,3.882779598,3.537980557,3.686513424,5.91072607,7.545920372,9.329929352,9.66649437,10.23428631,11.2192421,10.19985294,9.92041111,4.595481873,5.674161434,6.68316555,6.538396359,7.091152668,7.608035088,6.947742462,6.573530197
351.62146,6.028661728,6.001901627,5.840840817,4.872832775,6.11442852,6.15379858,5.607923508,4.933131695,3.789432764,3.38421607,3.450991869,3.392256498,3.357758045,3.791919231,3.47070837,3.563872337,5.876255512,7.539528847,9.30290699,9.610488892,10.19582939,11.16551876,10.14848614,9.853268623,4.56044817,5.593573093,6.608621121,6.451638222,7.004682064,7.516587734,6.867335796,6.492324829
351.9953,5.964217663,5.977005959,5.79332304,4.847881317,6.082889557,6.123192787,5.61011982,4.931258202,3.718539238,3.397258759,3.397895813,3.335493088,3.340007305,3.745745897,3.42893672,3.501708508,5.84731245,7.499326229,9.216169357,9.533959389,10.1115427,11.08751106,10.0682888,9.77016449,4.547793388,5.550115109,6.555130959,6.374223709,6.953989506,7.426215172,6.822721005,6.433826447
352.36911,5.918992519,5.920128346,5.699557781,4.802999973,5.988333225,6.057184219,5.544888496,4.848611355,3.721993446,3.457276583,3.444667578,3.344237328,3.367644548,3.752569914,3.432806969,3.537847757,5.735173702,7.347561359,9.036078453,9.337542534,9.880371094,10.86410332,9.827198029,9.504779816,4.468791008,5.431369782,6.391942501,6.236635685,6.786231041,7.233718872,6.696696758,6.266390324
352.742889,5.855968952,5.845004559,5.645522118,4.766282558,5.937654018,6.011437416,5.471220493,4.759840488,3.7739079,3.523844481,3.516178846,3.377284527,3.436523199,3.819666863,3.489037514,3.695206642,5.639169693,7.139413834,8.782405853,9.074850082,9.569161415,10.56833744,9.530299187,9.201535225,4.328356266,5.275299072,6.199834347,6.069347858,6.564591885,7.018155575,6.484558582,6.052993298
353.116669,5.880603313,5.851249695,5.738444805,4.810181141,5.981826305,6.048877239,5.481555939,4.754659176,3.765913963,3.476290464,3.515065193,3.35943985,3.424310684,3.788027525,3.463778019,3.715879202,5.553329468,6.928014755,8.554205895,8.810499191,9.281282425,10.25048447,9.202878952,8.8655653,4.238694668,5.141954899,6.040030003,5.899759769,6.384578228,6.836033821,6.283181191,5.862197876
353.490356,5.850172997,5.777089119,5.733376503,4.733335018,5.92154932,6.003867626,5.438836098,4.703934193,3.784868479,3.515737057,3.533213139,3.389297724,3.409524679,3.821105957,3.509815455,3.719188929,5.447753429,6.761216164,8.326694489,8.573954582,9.034434319,9.985523224,8.932425499,8.622621536,4.135760307,5.006117344,5.914153099,5.75909853,6.239370823,6.702783585,6.108696461,5.7184515
353.864044,5.798776627,5.711172104,5.656045914,4.62373209,5.812162399,5.937238693,5.355859757,4.643308163,3.72691536,3.46515131,3.518719196,3.335857391,3.371617317,3.781321287,3.491860151,3.605201006,5.387973785,6.689328194,8.222187042,8.464611054,8.897428513,9.831238747,8.785341263,8.475312233,4.112695694,4.972996712,5.852111816,5.681669235,6.168640614,6.631846905,6.038477898,5.644550324
354.23764,5.672585011,5.578920364,5.477754593,4.513833523,5.641648769,5.802121639,5.231197834,4.55957365,3.712793112,3.45813489,3.527268887,3.339359999,3.370172262,3.760559797,3.509820938,3.563807488,5.294647217,6.628365994,8.132872582,8.357253075,8.801624298,9.725623131,8.693317413,8.391918182,4.066328526,4.93826437,5.824212074,5.636190414,6.118348599,6.565618515,6.008090496,5.596138477
354.611237,5.683933735,5.584374428,5.474791527,4.568471909,5.652658463,5.807171345,5.212882519,4.577951908,3.684178352,3.42548275,3.499638557,3.318664074,3.366021395,3.695109129,3.453812122,3.533115149,5.287389278,6.633500099,8.152029991,8.378898621,8.813768387,9.732503891,8.711772919,8.408750534,4.086821079,4.958734512,5.850877762,5.665631771,6.13230896,6.572059631,6.054013252,5.615339279
354.984833,5.760719776,5.674482346,5.574264526,4.717093945,5.753374577,5.866807938,5.337424755,4.686941147,3.665690899,3.409647942,3.480752945,3.293983698,3.341451168,3.64293766,3.40755105,3.502284765,5.31509161,6.676866055,8.215456963,8.432648659,8.886443138,9.819645882,8.807504654,8.502103806,4.074046135,4.947760105,5.869023323,5.684531689,6.163183689,6.607250214,6.08356905,5.652862072
